loan_id,applicant_age,gender,marital_status,employee_status,residence_type,loan_purpose,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_interest,loan_percent_income,active_loans,loan_status
221,49,Women,Married,employed,MORTGAGE,Home Renovation,4500000,17900000,6,787,9800000,3600000,14300000,4200000,5.17,17,3,Approved
222,68,Men,Married,self employed,OWN,Vehicle,900000,2200000,16,566,100000,700000,2000000,600000,1.6,0,1,Approved
223,36,Women,Married,self employed,MORTGAGE,Vehicle,2800000,9900000,8,742,4900000,1300000,6700000,1700000,0.34,6,5,Approved
224,79,Women,Married,student,MORTGAGE,Personal,7500000,23100000,4,824,12100000,10900000,26300000,9500000,1.65,20,2,Approved
225,68,Women,Married,student,MORTGAGE,Personal,1400000,3100000,14,575,3000000,2100000,4900000,1400000,4.59,20,4,Approved
226,37,Men,Single,student,RENT,Medical,3800000,10900000,10,766,1900000,3900000,8600000,3000000,9.69,0,5,Approved
227,21,Men,Single,self employed,OWN,Medical,1700000,5000000,10,888,2900000,900000,4100000,2200000,6.18,1,1,Approved
228,64,Women,Married,employed,MORTGAGE,Medical,9000000,30400000,6,638,16800000,11000000,26900000,9200000,4.45,13,5,Approved
229,66,Women,Single,self employed,OWN,Personal,7300000,23300000,6,622,7100000,11600000,26400000,10500000,8.19,9,3,Approved
230,43,Women,Married,self employed,MORTGAGE,Education,7400000,19800000,18,458,12600000,6200000,27700000,4000000,4.41,15,5,Rejected
231,76,Men,Married,self employed,MORTGAGE,Personal,9000000,28200000,16,327,1700000,2300000,24000000,11200000,7.62,9,5,Rejected
232,76,Men,Married,self employed,MORTGAGE,Personal,9000000,28200000,16,327,1700000,2300000,24000000,11200000,7.62,9,5,Rejected
233,78,Women,Married,employed,OWN,Vehicle,3000000,6500000,2,612,8800000,3400000,6700000,1700000,6.51,15,1,Approved
234,44,Women,Single,employed,RENT,Medical,800000,2900000,8,682,2200000,1100000,2900000,700000,1.14,9,3,Approved
235,58,Women,Married,self employed,OWN,Personal,4800000,13200000,2,583,13700000,5800000,9500000,5200000,8.99,9,5,Approved
236,38,Men,Single,student,MORTGAGE,Personal,6400000,18300000,8,697,10000000,3600000,22500000,3600000,4.53,8,5,Approved
237,24,Men,Single,self employed,RENT,Personal,9200000,27100000,12,306,5800000,11500000,28000000,9600000,7.5,14,5,Rejected
238,24,Men,Single,self employed,RENT,Personal,9200000,27100000,12,306,5800000,11500000,28000000,9600000,7.5,14,5,Rejected
239,30,Women,Single,self employed,MORTGAGE,Medical,400000,1500000,2,669,-100000,600000,900000,500000,6.37,13,5,Approved
240,48,Men,Married,student,OWN,Medical,2800000,6000000,18,816,6300000,4200000,8000000,3400000,8.55,4,5,Approved
241,39,Men,Single,student,RENT,Personal,8500000,28900000,20,455,15200000,5800000,22500000,9400000,6.55,15,2,Rejected
242,39,Men,Single,student,RENT,Personal,8500000,28900000,20,455,15200000,5800000,22500000,9400000,6.55,15,2,Rejected
243,41,Women,Single,student,RENT,Home Renovation,4700000,16400000,10,318,11400000,8100000,16200000,4300000,7.45,12,3,Rejected
244,41,Women,Single,student,RENT,Home Renovation,4700000,16400000,10,318,11400000,8100000,16200000,4300000,7.45,12,3,Rejected
245,31,Women,Single,employed,MORTGAGE,Medical,9800000,21200000,20,355,22000000,8900000,31800000,14400000,6.91,0,5,Rejected
246,31,Women,Single,employed,MORTGAGE,Medical,9800000,21200000,20,355,22000000,8900000,31800000,14400000,6.91,0,5,Rejected
247,31,Women,Single,employed,MORTGAGE,Medical,9800000,21200000,20,355,22000000,8900000,31800000,14400000,6.91,0,5,Rejected
248,31,Women,Single,employed,MORTGAGE,Medical,9800000,21200000,20,355,22000000,8900000,31800000,14400000,6.91,0,5,Rejected
249,37,Women,Single,self employed,MORTGAGE,Personal,3800000,8900000,16,389,200000,5600000,12200000,2200000,9.34,15,4,Rejected
250,37,Women,Single,self employed,MORTGAGE,Personal,3800000,8900000,16,389,200000,5600000,12200000,2200000,9.34,15,4,Rejected
251,37,Women,Single,self employed,MORTGAGE,Personal,3800000,8900000,16,389,200000,5600000,12200000,2200000,9.34,15,4,Rejected
252,37,Women,Single,self employed,MORTGAGE,Personal,3800000,8900000,16,389,200000,5600000,12200000,2200000,9.34,15,4,Rejected
253,80,Men,Single,self employed,RENT,Home Renovation,500000,1500000,2,888,1500000,300000,1500000,600000,5.64,1,5,Approved
254,57,Women,Single,employed,OWN,Personal,6900000,15600000,6,352,13000000,5300000,22600000,10000000,6.01,1,2,Rejected
255,57,Women,Single,employed,OWN,Personal,6900000,15600000,6,352,13000000,5300000,22600000,10000000,6.01,1,2,Rejected
256,76,Women,Married,self employed,RENT,Vehicle,9600000,30100000,12,870,300000,6700000,38200000,5600000,2.25,17,5,Approved
257,53,Men,Single,self employed,RENT,Education,2900000,6500000,18,827,8300000,600000,10400000,3200000,8.27,5,5,Approved
258,50,Women,Single,self employed,OWN,Business,9800000,20900000,12,768,3400000,10200000,38600000,13400000,4.36,3,3,Approved
259,74,Women,Married,employed,RENT,Vehicle,7100000,15400000,18,707,10300000,10800000,19600000,5800000,6.74,3,5,Approved
260,39,Men,Married,employed,MORTGAGE,Education,7700000,19100000,10,355,11300000,4900000,21900000,6600000,2.64,17,1,Rejected
261,31,Men,Single,employed,OWN,Business,1400000,3300000,2,652,100000,2100000,3500000,1900000,3.3,6,2,Approved
262,72,Women,Single,employed,RENT,Medical,7800000,15900000,2,665,14400000,900000,27200000,5400000,8.59,5,3,Approved
263,54,Men,Married,self employed,RENT,Medical,1700000,6000000,18,420,500000,1600000,3700000,2300000,3.03,12,4,Rejected
264,64,Women,Married,employed,OWN,Education,8500000,32700000,18,471,12600000,9400000,33900000,12500000,6.83,10,5,Rejected
265,35,Men,Single,employed,RENT,Home Renovation,1900000,7500000,20,715,5100000,2800000,6500000,2800000,1.1,12,3,Approved
266,30,Men,Single,employed,MORTGAGE,Vehicle,6700000,15200000,10,689,0,8200000,15000000,6800000,2.45,19,2,Approved
267,30,Women,Married,student,MORTGAGE,Home Renovation,6900000,16400000,4,787,11100000,6100000,26400000,3800000,2.3,2,2,Approved
268,52,Women,Single,employed,MORTGAGE,Personal,2600000,7800000,4,819,3100000,4300000,5700000,1500000,2.68,13,4,Approved
269,63,Men,Married,self employed,RENT,Personal,9600000,21100000,6,809,16100000,9500000,34700000,8700000,5.78,1,3,Approved
270,36,Men,Married,self employed,MORTGAGE,Education,6800000,17000000,2,744,15500000,3900000,23700000,3500000,2.61,18,1,Approved
271,38,Men,Single,student,RENT,Home Renovation,3200000,11300000,6,484,3500000,5500000,8500000,2100000,5.18,7,4,Rejected
272,38,Men,Single,student,RENT,Home Renovation,3200000,11300000,6,484,3500000,5500000,8500000,2100000,5.18,7,4,Rejected
273,66,Men,Married,student,MORTGAGE,Vehicle,2900000,10400000,6,673,5100000,1700000,10600000,1700000,4.65,7,2,Approved
274,22,Women,Single,employed,MORTGAGE,Business,7900000,21200000,18,695,13800000,10600000,21800000,4900000,3.28,14,5,Approved
275,37,Men,Single,self employed,OWN,Personal,3900000,12400000,12,473,6400000,4700000,13100000,3800000,7.14,6,4,Rejected
276,37,Men,Single,self employed,OWN,Personal,3900000,12400000,12,473,6400000,4700000,13100000,3800000,7.14,6,4,Rejected
277,37,Men,Single,self employed,OWN,Personal,3900000,12400000,12,473,6400000,4700000,13100000,3800000,7.14,6,4,Rejected
278,36,Men,Married,student,MORTGAGE,Medical,4600000,11000000,2,491,9000000,4000000,16100000,3500000,7.2,12,4,Rejected
279,43,Men,Single,self employed,RENT,Education,700000,1700000,8,733,1200000,800000,2400000,500000,9.57,9,1,Approved
280,62,Women,Married,employed,OWN,Personal,5200000,15600000,20,434,14100000,5800000,18100000,5500000,9.12,16,3,Rejected
281,62,Women,Married,employed,OWN,Personal,5200000,15600000,20,434,14100000,5800000,18100000,5500000,9.12,16,3,Rejected
282,62,Women,Married,employed,OWN,Personal,5200000,15600000,20,434,14100000,5800000,18100000,5500000,9.12,16,3,Rejected
283,31,Women,Married,student,RENT,Personal,5900000,20600000,10,777,1900000,4600000,21200000,6400000,6.82,11,5,Approved
284,58,Men,Single,self employed,MORTGAGE,Home Renovation,7200000,19100000,4,774,9400000,7000000,17900000,3600000,5.22,17,3,Approved
285,26,Women,Married,student,OWN,Medical,8700000,27000000,10,717,25500000,8600000,17500000,9100000,1.0,20,1,Approved
286,29,Women,Single,student,MORTGAGE,Vehicle,1100000,3500000,12,503,3000000,400000,2200000,1200000,6.67,7,3,Rejected
287,29,Women,Single,student,MORTGAGE,Vehicle,1100000,3500000,12,503,3000000,400000,2200000,1200000,6.67,7,3,Rejected
288,70,Men,Married,student,RENT,Home Renovation,4000000,10900000,14,598,3600000,6600000,13600000,4400000,7.97,2,5,Approved
289,60,Women,Married,self employed,OWN,Business,9800000,32400000,2,543,24200000,17500000,25700000,7700000,2.39,2,2,Approved
290,61,Men,Married,self employed,RENT,Education,2700000,6800000,20,796,700000,4200000,7000000,1900000,9.23,11,1,Approved
291,80,Men,Single,self employed,OWN,Medical,3300000,7800000,16,632,8500000,500000,7100000,4900000,1.95,5,3,Approved
292,30,Women,Single,student,OWN,Home Renovation,6900000,23400000,4,481,18700000,1100000,23400000,10200000,7.44,7,3,Approved
293,29,Women,Single,student,MORTGAGE,Home Renovation,900000,3500000,4,770,700000,0,2000000,600000,4.86,15,3,Rejected
294,29,Women,Single,student,MORTGAGE,Home Renovation,900000,3500000,4,770,700000,0,2000000,600000,4.86,15,3,Rejected
295,29,Women,Single,student,MORTGAGE,Home Renovation,900000,3500000,4,770,700000,0,2000000,600000,4.86,15,3,Rejected
296,54,Men,Married,self employed,OWN,Business,4100000,15500000,6,667,2800000,1600000,14700000,4000000,3.46,4,2,Approved
297,33,Men,Married,self employed,RENT,Medical,4700000,17500000,8,585,1200000,3100000,9600000,4900000,9.41,18,1,Approved
298,55,Men,Married,employed,RENT,Medical,9600000,22500000,18,851,7400000,16200000,24300000,12700000,1.35,16,1,Approved
299,45,Women,Single,employed,OWN,Business,7000000,16200000,6,378,20000000,12600000,20300000,5500000,1.27,8,3,Rejected
300,45,Women,Single,employed,OWN,Business,7000000,16200000,6,378,20000000,12600000,20300000,5500000,1.27,8,3,Rejected
301,45,Women,Single,employed,OWN,Business,7000000,16200000,6,378,20000000,12600000,20300000,5500000,1.27,8,3,Rejected
302,47,Men,Married,student,OWN,Medical,5700000,12900000,18,807,4100000,900000,18600000,5500000,1.21,20,2,Approved
303,20,Women,Single,self employed,MORTGAGE,Medical,8200000,32400000,18,831,22800000,12300000,17700000,7800000,9.63,2,1,Approved
304,60,Women,Married,employed,OWN,Education,2100000,5100000,12,674,2200000,3200000,6400000,2400000,4.42,19,4,Approved
305,32,Women,Single,student,MORTGAGE,Business,8000000,28100000,18,725,1900000,12800000,23000000,7500000,7.33,20,5,Approved
306,67,Men,Single,student,RENT,Home Renovation,8000000,29300000,4,600,16500000,13200000,29400000,6500000,2.79,19,5,Approved
307,53,Men,Single,self employed,MORTGAGE,Business,9400000,27000000,10,536,4400000,1700000,33800000,4800000,0.83,1,4,Rejected
308,53,Men,Single,self employed,MORTGAGE,Business,9400000,27000000,10,536,4400000,1700000,33800000,4800000,0.83,1,4,Rejected
309,53,Men,Single,self employed,MORTGAGE,Business,9400000,27000000,10,536,4400000,1700000,33800000,4800000,0.83,1,4,Rejected
310,53,Men,Single,self employed,MORTGAGE,Business,9400000,27000000,10,536,4400000,1700000,33800000,4800000,0.83,1,4,Rejected
311,21,Women,Married,self employed,OWN,Vehicle,8400000,20600000,10,477,1500000,1500000,25000000,11900000,2.78,20,3,Rejected
312,21,Women,Married,self employed,OWN,Vehicle,8400000,20600000,10,477,1500000,1500000,25000000,11900000,2.78,20,3,Rejected
313,21,Women,Married,self employed,OWN,Vehicle,8400000,20600000,10,477,1500000,1500000,25000000,11900000,2.78,20,3,Rejected
314,21,Women,Married,self employed,OWN,Vehicle,8400000,20600000,10,477,1500000,1500000,25000000,11900000,2.78,20,3,Rejected
315,21,Women,Married,self employed,OWN,Vehicle,8400000,20600000,10,477,1500000,1500000,25000000,11900000,2.78,20,3,Rejected
316,22,Women,Married,self employed,OWN,Home Renovation,1900000,5000000,6,560,1000000,1900000,6300000,1400000,0.99,1,1,Approved
317,49,Men,Single,self employed,MORTGAGE,Vehicle,4200000,16400000,20,539,9500000,2100000,11400000,3100000,6.18,17,2,Rejected
318,49,Men,Single,self employed,MORTGAGE,Vehicle,4200000,16400000,20,539,9500000,2100000,11400000,3100000,6.18,17,2,Rejected
319,36,Women,Married,employed,RENT,Medical,2600000,9100000,8,852,3700000,700000,10300000,3300000,8.98,17,4,Approved
320,49,Women,Married,self employed,OWN,Business,3700000,8500000,20,853,8300000,5700000,7500000,4900000,8.45,7,3,Approved
321,47,Men,Single,self employed,RENT,Business,8800000,30900000,12,729,1700000,700000,25700000,11400000,8.43,0,3,Approved
322,29,Men,Married,self employed,MORTGAGE,Medical,2100000,4700000,2,546,6000000,3200000,5700000,1500000,9.38,9,4,Rejected
323,39,Women,Single,student,OWN,Vehicle,900000,2400000,10,489,800000,0,2800000,500000,5.39,18,5,Rejected
324,39,Women,Single,student,OWN,Vehicle,900000,2400000,10,489,800000,0,2800000,500000,5.39,18,5,Rejected
325,39,Women,Single,student,OWN,Vehicle,900000,2400000,10,489,800000,0,2800000,500000,5.39,18,5,Rejected
326,37,Women,Single,student,OWN,Home Renovation,9800000,35400000,6,869,14400000,16400000,22800000,10300000,3.29,19,3,Approved
327,71,Women,Single,student,RENT,Personal,8000000,20000000,2,502,4100000,2200000,31600000,9900000,6.23,7,3,Rejected
328,71,Women,Single,student,RENT,Personal,8000000,20000000,2,502,4100000,2200000,31600000,9900000,6.23,7,3,Rejected
329,21,Men,Married,self employed,RENT,Education,9800000,38800000,8,652,23200000,19000000,29700000,5400000,1.03,18,1,Approved
330,76,Women,Single,student,RENT,Vehicle,300000,1100000,8,789,400000,100000,800000,400000,0.37,0,1,Approved
331,41,Women,Single,student,MORTGAGE,Personal,2700000,8100000,4,325,5000000,800000,9900000,3400000,1.51,20,5,Approved
332,51,Men,Single,self employed,OWN,Personal,7400000,19600000,2,716,4100000,8900000,29100000,4200000,4.29,4,3,Approved
333,29,Men,Single,self employed,RENT,Business,9200000,34300000,18,523,25600000,4000000,29100000,8800000,7.94,4,2,Rejected
334,24,Men,Married,employed,RENT,Medical,9500000,22200000,20,352,24500000,0,30800000,7000000,8.5,19,5,Rejected
335,49,Women,Single,employed,RENT,Vehicle,3800000,14400000,2,345,3300000,800000,13000000,4700000,7.87,18,4,Approved
336,69,Men,Single,self employed,RENT,Vehicle,8300000,19400000,18,649,2500000,16100000,24300000,11300000,3.59,3,3,Approved
337,53,Men,Single,student,MORTGAGE,Education,2800000,7400000,18,666,100000,2300000,6300000,3400000,4.75,13,5,Approved
338,74,Men,Married,self employed,OWN,Education,8600000,20900000,10,813,11300000,11900000,26000000,4800000,0.12,6,3,Approved
339,26,Women,Single,employed,RENT,Business,5400000,16800000,10,599,5300000,7400000,14500000,7600000,7.63,10,3,Approved
340,66,Men,Single,student,RENT,Education,4200000,9400000,6,678,4700000,5500000,9900000,5700000,1.88,11,3,Approved
341,74,Men,Single,self employed,RENT,Medical,9400000,27900000,4,870,1100000,200000,29500000,10400000,5.36,15,3,Approved
342,69,Men,Married,employed,MORTGAGE,Medical,5900000,16700000,16,308,5800000,8800000,19100000,5300000,4.95,16,5,Rejected
343,76,Men,Single,self employed,RENT,Personal,1700000,4900000,16,591,4700000,1000000,4300000,1400000,2.86,1,4,Approved
344,28,Women,Married,student,RENT,Home Renovation,7000000,23000000,10,886,14000000,3700000,26700000,3600000,1.96,9,5,Approved
345,28,Men,Single,student,MORTGAGE,Medical,1700000,4000000,6,829,0,1600000,5200000,1700000,6.36,5,2,Approved
346,64,Men,Single,employed,RENT,Personal,1500000,4900000,12,651,1600000,2800000,4600000,800000,2.33,20,1,Approved
347,51,Men,Married,student,MORTGAGE,Business,2000000,4700000,18,733,3700000,3700000,7000000,2800000,6.28,15,3,Approved
348,42,Men,Single,student,MORTGAGE,Vehicle,3900000,15500000,12,433,9500000,5400000,7900000,4600000,2.26,8,5,Rejected
349,42,Men,Single,student,MORTGAGE,Vehicle,3900000,15500000,12,433,9500000,5400000,7900000,4600000,2.26,8,5,Rejected
350,61,Women,Single,student,OWN,Medical,900000,3600000,14,713,1300000,1000000,1800000,1200000,7.94,6,1,Approved
351,55,Women,Single,employed,RENT,Medical,6900000,22500000,18,403,800000,8400000,16900000,6300000,6.4,12,4,Rejected
352,78,Women,Married,student,RENT,Education,6800000,19900000,10,516,16000000,6000000,26000000,8500000,2.76,20,3,Rejected
353,43,Women,Single,student,RENT,Education,600000,1800000,8,417,1700000,700000,1800000,800000,4.18,2,4,Rejected
354,77,Men,Single,employed,MORTGAGE,Vehicle,4700000,14000000,6,468,11300000,1800000,10600000,4600000,8.45,18,1,Rejected
355,77,Men,Single,employed,MORTGAGE,Vehicle,4700000,14000000,6,468,11300000,1800000,10600000,4600000,8.45,18,1,Rejected
356,77,Men,Single,employed,MORTGAGE,Vehicle,4700000,14000000,6,468,11300000,1800000,10600000,4600000,8.45,18,1,Rejected
357,58,Men,Single,self employed,RENT,Business,3000000,11800000,10,672,8700000,3600000,9800000,4100000,6.13,17,1,Approved
358,54,Men,Single,employed,OWN,Home Renovation,4000000,13900000,6,530,6000000,5600000,12500000,6000000,3.3,5,3,Rejected
359,54,Men,Single,employed,OWN,Home Renovation,4000000,13900000,6,530,6000000,5600000,12500000,6000000,3.3,5,3,Rejected
360,54,Men,Single,employed,OWN,Home Renovation,4000000,13900000,6,530,6000000,5600000,12500000,6000000,3.3,5,3,Rejected
361,28,Women,Married,student,MORTGAGE,Home Renovation,3100000,11300000,14,824,3700000,6000000,11000000,4400000,3.66,1,2,Approved
362,37,Men,Single,student,RENT,Education,7700000,25500000,12,549,18100000,10600000,20500000,7000000,1.96,14,5,Rejected
363,64,Men,Married,employed,RENT,Business,4300000,9300000,10,450,2100000,6700000,10000000,4100000,4.19,9,2,Rejected
364,64,Men,Married,employed,RENT,Business,4300000,9300000,10,450,2100000,6700000,10000000,4100000,4.19,9,2,Rejected
365,64,Men,Married,employed,RENT,Business,4300000,9300000,10,450,2100000,6700000,10000000,4100000,4.19,9,2,Rejected
366,64,Men,Married,employed,RENT,Business,4300000,9300000,10,450,2100000,6700000,10000000,4100000,4.19,9,2,Rejected
367,63,Men,Single,employed,RENT,Business,5800000,19500000,20,431,13800000,5000000,15600000,3300000,7.26,3,2,Rejected
368,63,Men,Single,employed,RENT,Business,5800000,19500000,20,431,13800000,5000000,15600000,3300000,7.26,3,2,Rejected
369,67,Women,Married,self employed,MORTGAGE,Medical,3600000,10700000,16,312,2300000,1600000,13100000,5200000,6.53,0,3,Rejected
370,45,Men,Married,student,RENT,Personal,2900000,7600000,8,320,8000000,5600000,9600000,3100000,6.21,14,5,Rejected
371,47,Men,Single,employed,RENT,Home Renovation,8800000,20200000,4,433,16000000,4200000,30500000,12400000,3.94,11,1,Rejected
372,47,Men,Single,employed,RENT,Home Renovation,8800000,20200000,4,433,16000000,4200000,30500000,12400000,3.94,11,1,Rejected
373,27,Men,Single,employed,MORTGAGE,Home Renovation,3500000,12000000,14,476,1100000,6800000,12400000,2900000,3.15,6,2,Rejected
374,27,Men,Single,employed,MORTGAGE,Home Renovation,3500000,12000000,14,476,1100000,6800000,12400000,2900000,3.15,6,2,Rejected
375,27,Men,Single,employed,MORTGAGE,Home Renovation,3500000,12000000,14,476,1100000,6800000,12400000,2900000,3.15,6,2,Rejected
